id,user_name,gender,comment,date
194,Радован Яковлевич Логинов,ayol,Gap yo'q,2024-08-24
195,Киселев Измаил Изотович,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-12-27
196,Любовь Игоревна Русакова,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-07-16
197,Лобанова Александра Артемовна,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-01-09
198,Сысоев Павел Иосифович,erkak,Yaxshi,2024-12-31
199,тов. Данилова Нинель Дмитриевна,ayol,Yaxshi,2025-02-17
200,Овчинников Захар Иосифович,ayol,Zo'r!,2024-09-01
201,Мария Анатольевна Фадеева,ayol,Zo'r!,2024-09-29
202,Гущин Назар Зиновьевич,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-08-05
203,Милан Брониславович Котов,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-11-11
204,Куликов Герман Денисович,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-05-31
205,Варфоломей Евсеевич Королев,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-17
206,Суханов Лонгин Фадеевич,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-19
207,Казаков Ираклий Гурьевич,ayol,Kechirasiz,2024-08-25
208,Коновалов Никита Артемьевич,erkak,Zo'r!,2024-09-26
209,Князев Любомир Еремеевич,erkak,Rahmat,2025-03-06
210,Светлана Геннадиевна Степанова,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-05-27
211,Одинцов Савватий Яковлевич,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-02-09
212,Изяслав Виленович Иванов,erkak,Tezroq,2024-07-24
213,Борисов Исидор Васильевич,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-02-08
214,Таисия Валентиновна Веселова,erkak,Yaxshi,2024-08-11
215,Анисимова Ульяна Васильевна,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-04-05
216,Красильников Макар Абрамович,erkak,Gap yo'q,2024-11-02
217,Дарья Федоровна Белова,erkak,Tezroq,2024-12-25
218,Агафон Виленович Дьячков,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-08-28
219,Светлана Робертовна Тарасова,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-08-16
220,Дарья Тарасовна Панова,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-11-23
221,Якушева Полина Леонидовна,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-10-10
222,Аполлинарий Демьянович Абрамов,erkak,Gap yo'q,2024-08-28
223,Милица Вячеславовна Яковлева,ayol,Gap yo'q,2024-08-27
224,Евлампий Матвеевич Носов,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-01-29
225,Наумов Сидор Вилорович,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-08-02
226,Виталий Феодосьевич Фомичев,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-03-01
227,Дроздов Тарас Демидович,erkak,Yaxshi,2024-08-06
228,Дарья Владиславовна Сафонова,ayol,Tezroq,2025-03-09
229,Иванова Юлия Геннадиевна,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-09-13
230,Сократ Денисович Туров,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2025-02-13
231,Евфросиния Викторовна Пахомова,ayol,Zo'r!,2024-10-19
232,тов. Меркушев Юлий Дорофеевич,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-03-26
233,Копылова Нонна Степановна,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-03-10
234,Дмитриева Нинель Николаевна,erkak,Tezroq,2024-08-08
235,Баранова Ангелина Ждановна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-04
236,Варлаам Филиппович Дьячков,ayol,Kechirasiz,2024-10-31
237,Виктор Устинович Лебедев,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-05-28
238,Наркис Фомич Мясников,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-03-15
239,Прокофий Валерьянович Абрамов,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-03-02
240,Вероника Никифоровна Лапина,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-06-04
241,Прасковья Валериевна Колесникова,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-08-01
242,Тимофей Демьянович Максимов,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-11-02
243,Адриан Игнатович Петров,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-12-10
244,Моисеева Анжела Артемовна,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-04-14
245,Марфа Архиповна Орлова,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-08-20
246,Ситникова Анна Максимовна,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-03-30
247,Нинель Мироновна Горбунова,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-06-22
248,Лидия Феликсовна Рожкова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-03-29
249,Логинова Анжелика Юльевна,erkak,Tezroq,2024-06-08
250,Евфросиния Матвеевна Бобылева,erkak,Kechirasiz,2024-11-23
251,Козлова Регина Тимуровна,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-04-22
252,Никонов Леон Антонович,ayol,Rahmat,2024-12-03
253,Синклитикия Мироновна Пахомова,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-10-11
254,Панов Амос Ефстафьевич,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-07-18
255,Самойлова Светлана Дмитриевна,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-20
256,Наина Александровна Савина,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-29
257,Белоусов Виссарион Феоктистович,erkak,Norozi,2024-07-16
258,Фролова Маргарита Юрьевна,ayol,Rahmat,2025-04-21
259,Игнатий Даниилович Цветков,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-02-02
260,тов. Полякова Надежда Вадимовна,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-08-08
261,Агата Натановна Фомичева,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-08-17
262,Большаков Милий Аверьянович,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-07-13
263,Нонна Даниловна Некрасова,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-12-06
264,Романова Алевтина Анатольевна,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-07-14
265,Белозерова Тамара Архиповна,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-12-10
266,Рябова Василиса Оскаровна,ayol,Tezroq,2025-03-19
267,Терентий Фёдорович Копылов,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-13
268,Валентин Филиппович Королев,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-24
269,Зоя Павловна Белозерова,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-06-20
270,Борисова Валерия Святославовна,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-10-19
271,Алевтина Руслановна Волкова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-11-02
272,Евпраксия Ефимовна Козлова,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2025-03-19
273,Евдокия Антоновна Меркушева,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-03-08
274,Борис Ааронович Юдин,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-12-12
275,Авксентий Измаилович Титов,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-03-22
276,Харитонов Артемий Игоревич,erkak,Yaxshi,2025-01-07
277,Наталья Захаровна Евдокимова,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-08-01
278,Станимир Бенедиктович Комиссаров,ayol,Kechirasiz,2024-10-17
279,Николаева Пелагея Никифоровна,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-04-03
280,Бурова Олимпиада Геннадиевна,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-01-07
281,Мария Робертовна Лобанова,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-12-02
282,Назар Эдгардович Денисов,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-08-08
283,Якуб Измаилович Носков,ayol,Kechirasiz,2024-10-08
284,Поляков Елизар Викентьевич,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-10-08
285,Арсений Чеславович Овчинников,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-01-18
286,Фомичев Изот Авдеевич,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-05-16
287,Щербакова Вероника Тимуровна,erkak,Kechirasiz,2024-09-20
288,Эмилия Вадимовна Евсеева,erkak,Zo'r!,2024-08-18
289,Уваров Любим Жанович,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-11-05
290,Орлов Владлен Владиславович,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-10-21
291,Терентьева Оксана Святославовна,ayol,Kechirasiz,2025-03-21
292,Моисеев Фома Аксёнович,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-06-21
293,Быков Милен Филимонович,erkak,Tezroq,2024-10-29
294,Тарасов Прохор Ааронович,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2025-01-14
295,Дарья Тимофеевна Лапина,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-03
296,Жанна Александровна Попова,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-02-26
